batch,kernel_time,flops,utils,kernel_name
10652,7772.8,160.94,0.96952,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10656,7847.4,159.47,0.96066,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10660,7844.4,159.59,0.96139,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10664,7835.6,159.83,0.96283,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10668,7831.6,159.97,0.96367,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10672,7825.8,160.15,0.96476,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10676,7760.4,161.56,0.97325,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10680,7830.6,160.17,0.96488,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10684,7823.2,160.39,0.9662,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10688,7821.4,160.48,0.96675,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10692,7835.4,160.26,0.96542,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10696,7778.0,161.5,0.97289,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10700,7821.2,160.67,0.96789,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10704,7847.6,160.19,0.965,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10708,7870.4,159.78,0.96253,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10712,7846.8,160.32,0.96578,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10716,7853.2,160.25,0.96536,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10720,7880.6,159.75,0.96235,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10724,7855.4,160.33,0.96584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10728,7887.4,159.74,0.96229,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10732,7873.8,160.07,0.96428,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10736,7865.4,160.3,0.96566,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10740,7866.0,160.35,0.96596,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10744,7822.8,161.3,0.97169,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10748,7840.8,160.98,0.96976,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10752,7855.0,160.75,0.96837,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10756,7934.4,159.2,0.95904,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10760,7933.8,159.28,0.95952,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10764,7929.4,159.42,0.96036,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10768,7931.8,159.43,0.96042,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10772,7924.2,159.65,0.96175,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10776,7928.8,159.61,0.96151,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10780,7949.4,159.26,0.9594,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10784,7942.6,159.45,0.96054,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10788,7980.2,158.76,0.95639,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10792,7887.4,160.69,0.96801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10796,7874.2,161.02,0.97,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10800,7915.6,160.24,0.9653,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10804,7949.2,159.62,0.96157,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10808,7911.0,160.45,0.96657,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10812,7923.8,160.25,0.96536,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10816,7924.0,160.3,0.96566,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10820,7928.6,160.27,0.96548,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10824,7939.6,160.11,0.96452,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10828,7879.0,161.4,0.97229,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10832,7923.6,160.55,0.96717,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10836,7946.4,160.15,0.96476,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10840,7942.6,160.28,0.96554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10844,7942.8,160.34,0.9659,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10848,7977.4,159.7,0.96205,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10852,7973.6,159.84,0.96289,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10856,7937.4,160.62,0.96759,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10860,7936.6,160.7,0.96807,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10864,7939.8,160.69,0.96801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10868,7938.6,160.78,0.96855,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10872,7913.6,161.34,0.97193,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10876,7918.6,161.3,0.97169,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10880,7923.0,161.27,0.97151,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10884,8042.6,158.93,0.95741,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10888,8026.0,159.32,0.95976,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10892,8022.0,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10896,8042.2,159.11,0.95849,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10900,8032.6,159.36,0.96,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10904,8016.4,159.74,0.96229,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10908,8052.0,159.1,0.95843,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10912,8050.6,159.18,0.95892,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10916,8053.8,159.18,0.95892,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10920,8051.0,159.29,0.95958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10924,8063.6,159.1,0.95843,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10928,8042.4,159.58,0.96133,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10932,8069.2,159.11,0.95849,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10936,8054.2,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10940,8019.2,160.22,0.96518,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10944,8102.6,158.62,0.95554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10948,8060.8,159.51,0.9609,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10952,8054.4,159.69,0.96199,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10956,8079.8,159.25,0.95934,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10960,8073.0,159.44,0.96048,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10964,8062.4,159.71,0.96211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10968,8061.4,159.78,0.96253,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10972,8089.4,159.29,0.95958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10976,8076.4,159.6,0.96145,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10980,8086.6,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10984,8087.8,159.5,0.96084,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10988,8090.2,159.51,0.9609,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10992,8141.8,158.55,0.95512,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
10996,8158.8,158.28,0.95349,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11000,8101.6,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11004,8105.6,159.43,0.96042,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11008,8071.6,160.16,0.96482,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11012,8133.8,159.0,0.95783,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11016,8122.4,159.28,0.95952,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11020,8150.8,158.78,0.95651,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11024,8056.2,160.7,0.96807,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11028,8096.2,159.97,0.96367,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11032,8145.6,159.06,0.95819,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11036,8108.4,159.84,0.96289,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11040,8135.0,159.38,0.96012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11044,8120.6,159.72,0.96217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11048,8143.2,159.33,0.95982,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11052,8168.0,158.91,0.95729,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11056,8215.0,158.06,0.95217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11060,8204.8,158.31,0.95367,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11064,8201.4,158.43,0.9544,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11068,8188.8,158.73,0.9562,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11072,8195.2,158.67,0.95584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11076,8157.4,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11080,8140.2,159.85,0.96295,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11084,8078.8,161.13,0.97066,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11088,8124.0,160.29,0.9656,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11092,8146.4,159.91,0.96331,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11096,8106.6,160.75,0.96837,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11100,8133.0,160.28,0.96554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11104,8156.0,159.89,0.96319,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11108,8127.0,160.52,0.96699,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11112,8164.2,159.84,0.96289,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11116,8167.0,159.85,0.96295,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11120,8171.6,159.81,0.96271,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11124,8228.6,158.76,0.95639,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11128,8197.8,159.42,0.96036,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11132,8202.8,159.38,0.96012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11136,8212.4,159.25,0.95934,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11140,8201.4,159.52,0.96096,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11144,8198.8,159.63,0.96163,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11148,8195.8,159.74,0.96229,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11152,8140.0,160.9,0.96928,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11156,8138.6,160.98,0.96976,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11160,8162.4,160.57,0.96729,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11164,8134.8,161.17,0.9709,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11168,8154.0,160.85,0.96898,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11172,8178.4,160.43,0.96645,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11176,8181.2,160.43,0.96645,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11180,8197.8,160.16,0.96482,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11184,8194.8,160.28,0.96554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11188,8240.2,159.45,0.96054,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11192,8212.0,160.06,0.96422,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11196,8230.0,159.76,0.96241,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11200,8224.2,159.93,0.96343,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11204,8200.6,160.45,0.96657,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11208,8194.4,160.63,0.96765,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11212,8196.8,160.64,0.96771,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11216,8159.2,161.44,0.97253,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11220,8142.6,161.83,0.97488,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11224,8115.8,162.42,0.97843,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11228,8117.8,162.44,0.97855,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11232,8182.4,161.21,0.97114,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11236,8186.8,161.18,0.97096,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11240,8194.0,161.1,0.97048,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11244,8193.4,161.17,0.9709,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11248,8177.8,161.53,0.97307,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11252,8147.6,162.19,0.97705,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11256,8194.8,161.31,0.97175,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11260,8195.6,161.35,0.97199,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11264,8176.2,161.79,0.97464,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11268,8270.2,160.01,0.96392,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11272,8289.0,159.7,0.96205,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11276,8333.0,158.92,0.95735,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11280,8339.8,158.84,0.95687,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11284,8358.6,158.54,0.95506,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11288,8310.2,159.52,0.96096,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11292,8291.6,159.94,0.96349,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11296,8266.6,160.48,0.96675,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11300,8278.6,160.3,0.96566,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11304,8182.2,162.25,0.97741,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11308,8288.0,160.23,0.96524,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11312,8282.0,160.41,0.96633,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11316,8309.8,159.93,0.96343,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11320,8319.4,159.8,0.96265,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11324,8288.6,160.45,0.96657,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11328,8267.2,160.92,0.9694,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11332,8282.6,160.68,0.96795,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11336,8194.8,162.46,0.97867,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11340,8286.2,160.72,0.96819,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11344,8226.0,161.96,0.97566,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11348,8274.0,161.07,0.9703,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11352,8276.4,161.08,0.97036,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11356,8166.8,163.3,0.98373,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11360,8265.2,161.41,0.97235,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11364,8282.8,161.13,0.97066,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11368,8244.0,161.94,0.97554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11372,8229.0,162.3,0.97771,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11376,8295.6,161.05,0.97018,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11380,8272.2,161.56,0.97325,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11384,8277.2,161.52,0.97301,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11388,8282.8,161.47,0.97271,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11392,8291.0,161.37,0.97211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11396,8381.4,159.68,0.96193,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11400,8393.8,159.5,0.96084,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11404,8394.4,159.55,0.96114,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11408,8385.2,159.78,0.96253,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11412,8379.0,159.95,0.96355,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11416,8373.2,160.12,0.96458,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11420,8379.4,160.06,0.96422,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11424,8416.8,159.4,0.96024,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11428,8416.8,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11432,8439.0,159.09,0.95837,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11436,8413.8,159.62,0.96157,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11440,8364.6,160.62,0.96759,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11444,8376.6,160.45,0.96657,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11448,8432.4,159.44,0.96048,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11452,8389.2,160.32,0.96578,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11456,8398.0,160.2,0.96506,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11460,8420.6,159.83,0.96283,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11464,8398.8,160.3,0.96566,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11468,8424.2,159.87,0.96307,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11472,8440.8,159.61,0.96151,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11476,8355.0,161.31,0.97175,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11480,8375.2,160.98,0.96976,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11484,8969.6,150.36,0.90578,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11488,8368.2,161.22,0.9712,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11492,8383.8,160.98,0.96976,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11496,8316.2,162.35,0.97801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11500,8279.6,163.12,0.98265,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11504,8261.8,163.53,0.98512,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11508,8308.0,162.68,0.98,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11512,8358.4,161.75,0.9744,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11516,8329.0,162.38,0.97819,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11520,8317.2,162.66,0.97988,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11524,8394.2,161.23,0.97127,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11528,8421.0,160.77,0.96849,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11532,8393.4,161.36,0.97205,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11536,8433.4,160.65,0.96777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11540,8715.4,155.5,0.93675,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11544,8741.4,155.09,0.93428,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11548,8639.0,156.99,0.94572,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11552,8565.4,158.39,0.95416,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11556,8513.4,159.41,0.9603,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11560,8454.2,160.58,0.96735,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11564,8375.6,162.15,0.97681,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11568,8397.8,161.77,0.97452,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11572,8410.2,161.59,0.97343,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11576,8461.8,160.66,0.96783,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11580,8388.8,162.12,0.97663,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11584,8413.6,161.69,0.97404,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11588,8378.6,162.43,0.97849,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11592,8379.2,162.47,0.97873,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
11596,8470.0,160.78,0.96855,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
